data;origem;tipo;processo;incidente;texto;tipo_epistemico;atribuida_a;resultado;documento_id;pagina;trecho_fonte;contexto
2026-03-06;documento;assercao;Pet 15556;7514886;A Secretaria Judiciária intimou o Procurador-Geral da República do inteiro teor da decisão monocrática constante dos autos (peça ID ee65cd1b), publicada no DJe de 06/03/2026, em 16 de março de 2026.;fato_processual;;;44;1;De ordem, a Secretaria Judiciária do Supremo Tribunal Federal INTIMA a parte abaixo identificada, ou quem as suas vezes fizer, do inteiro teor do(a) despacho/decisão constante dos autos (ID da peça: ee65cd1b), publicado no DJe de 06/03/2026;caso
2026-03-06;documento;assercao;Inq 5026;7473347;O despacho foi proferido em Brasília, em 6 de março de 2026.;fato_processual;;;89;2;Cumpra-se. Brasília, 6 de março de 2026.;caso
2026-03-06;documento;assercao;Pet 15612;7522443;A decisão foi proferida em Brasília, em 6 de março de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;215;7;Brasília, 6 de março de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-03-06;documento;assercao;Pet 15556;7514886;O relator determinou a abertura de inquérito policial para averiguação dos vazamentos noticiados, por decisão proferida em 6.3.2026 nos autos da Pet 15.612/DF.;fato_processual;;;226;10;agiu bem o relator ao determinar a abertura de inquérito policial para averiguação dos vazamentos noticiados, o que se deu por meio de decisão proferida em 6.3.2026 nos autos da Pet 15.612/DF.;caso
2026-03-06;documento;decisao;Pet 15612;7522443;instauração de inquérito policial para averiguação da origem dos vazamentos de informações dos aparelhos do investigado para a imprensa → acolheu o requerimento e determinou a instauração de inquérito policial para a averiguação dos alegados vazamentos noticiados;;;deferido;215;6;;caso
2026-03-06;documento;decisao;Pet 15612;7522443;autuação em apartado dos autos da investigação determinada, com distribuição por prevenção → determinou que os autos da investigação sejam autuados em apartado e distribuídos por prevenção ao presente feito;;;determinado_de_oficio;215;6;;caso
2026-03-06;documento;decisao;Pet 15612;7522443;comunicação da decisão à defesa do investigado requerente → determinou a comunicação da decisão à defesa do investigado requerente;;;determinado_de_oficio;215;7;;caso
2026-03-06;documento;decisao;Pet 15612;7522443;intimação da Polícia Federal para instauração do inquérito no âmbito da Coordenação de Inquéritos nos Tribunais Superiores → determinou a intimação da Polícia Federal para instauração do inquérito no âmbito da CNIQ/CGRC/DICOR/PF;;;determinado_de_oficio;215;7;;caso
2026-03-06;documento;decisao;Pet 15612;7522443;vista à Procuradoria-Geral da República → determinou que, após as providências, se dê vista à Procuradoria-Geral da República;;;determinado_de_oficio;215;7;;caso
2026-03-06;portal;andamento;Inq 5026;7473347;Despacho — em 06/03/2026;;;;;;;caso
2026-03-06;portal;andamento;Pet 15612;7522443;Deferido;;;;;;;caso
2026-03-06;portal;andamento;Pet 15612;7522443;Distribuído por prevenção;;;;;;;caso
2026-03-06;portal;andamento;Pet 15612;7522443;Autuado;;;;;;;caso
2026-03-07;documento;assercao;Pet 15556;7514886;O despacho foi proferido pelo Ministro André Mendonça, relator, em 7 de março de 2026.;fato_processual;;;46;2;"Brasília, 7 de março de 2026.
Ministro ANDRÉMENDONÇA
Relator";caso
2026-03-09;documento;assercao;Pet 15556;7514886;Houve vista à PGR para fins de intimação em 09/03/2026.;fato_processual;;;41;1;Vista à PGR para fins de intimação - 09/03/2026;caso
2026-03-09;documento;assercao;Pet 15556;7514886;A decisão foi proferida em Brasília, em 9 de março de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;45;4;Brasília, 9 de março de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-03-09;documento;assercao;Inq 5026;7473347;A intimação foi recebida automaticamente pelo sistema em 09/03/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;90;1;A intimação foi recebida automaticamente pelo sistema, em 09/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-03-09;documento;assercao;Inq 5026;7473347;A intimação é recebida automaticamente pelo sistema, em 09/03/2026, nos termos do art. 5º, §3, da Lei 11.419/2006.;fato_processual;;;91;1;A intimação foi recebida automaticamente pelo sistema, em 09/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-03-09;documento;assercao;Inq 5026;7473347;A intimação foi recebida automaticamente pelo sistema em 09/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;fato_processual;;;92;1;A intimação foi recebida automaticamente pelo sistema, em 09/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-03-09;documento;assercao;Pet 15198;7473336;Houve vista à PGR para fins de intimação em 09/03/2026.;fato_processual;;;165;1;Vista à PGR para fins de intimação - 09/03/2026;caso
2026-03-09;documento;assercao;Pet 15198;7473336;A decisão foi proferida em Brasília, em 9 de março de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;166;5;Brasília, 9 de março de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-03-09;documento;assercao;Pet 15198;7473336;A intimação foi recebida automaticamente pelo sistema, em 09/03/2026.;fato_processual;;;167;1;"A intimação foi recebida automaticamente pelo
sistema, em 09/03/2026, nos termos do art. 5º, §3
da Lei 11.419/2006.";caso
2026-03-09;documento;decisao;Pet 15556;7514886;ingresso de cópias impressas dos autos nas visitas dos advogados → autorizou o ingresso de cópias impressas dos autos;;;deferido;45;3;;caso
2026-03-09;documento;decisao;Pet 15556;7514886;garantia do direito de os advogados tomarem notas escritas durante os encontros → autorizou a possibilidade de os advogados tomarem notas escritas durante os encontros;;;deferido;45;3;;caso
2026-03-09;documento;decisao;Pet 15556;7514886;intimação e publicação da decisão → determinou a intimação e a publicação da decisão;;;determinado_de_oficio;45;4;;caso
2026-03-09;documento;decisao;Pet 15198;7473336;garantia da faculdade de comparecimento à sessão da CPI do Crime Organizado designada para 03/03/2026 (Petição nº 22887/2026) → deu por prejudicado o pedido, diante da identidade de objeto com o HC nº 269.005/DF, no qual já fora proferida decisão liminar;;;prejudicado;166;5;;caso
2026-03-09;documento;decisao;Pet 15198;7473336;garantia da faculdade de comparecimento à sessão da Comissão Parlamentar Mista de Inquérito designada para 11/03/2026 (Petição nº 24650/2026) → deu por prejudicado o pedido, diante da identidade de objeto com o HC nº 269.005/DF, no qual já fora proferida decisão liminar;;;prejudicado;166;5;;caso
2026-03-09;portal;andamento;Pet 15556;7514886;Despacho — 07/03/2025;;;;;;;caso
2026-03-09;portal;andamento;Inq 5026;7473347;Despacho — em 08/03/2026;;;;;;;caso
2026-03-09;portal;andamento;Pet 15198;7473336;Decisão (sigiloso);;;;;;;caso
2026-03-10;documento;assercao;Pet 15556;7514886;Consta como andamento a vista à PGR para fins de intimação em 10/03/2026.;fato_processual;;;40;1;Vista à PGR para fins de intimação - 10/03/2026;caso
2026-03-10;documento;assercao;Inq 5026;7473347;A Comissão de Assuntos Econômicos do Senado Federal requer autorização para a apresentação do investigado Daniel Bueno Vorcaro, a fim de prestar depoimento perante a Comissão no dia 10/03/2026 às 11h00, na sala da CAE, no Senado Federal, em Brasília/DF.;alegacao_parte;Comissão de Assuntos Econômicos do Senado Federal;;98;2;requer autorização para a apresentação do investigado DANIEL BUENO VORCARO, a fim de prestar depoimento perante a Comissão no dia 10/03/2026 às 11h00, na sala da CAE, junto ao Senado Federal, em Brasília/DF.;caso
2026-03-10;portal;andamento;Pet 15556;7514886;"Deferido — ""(...) 6. Diante de tal conjuntura, acolhendo o pedido formulado pela defesa, determino à direção da Penitenciária Federal de Brasília que permita a realização de visitas dos advogados regularmente constituídos nos autos, independentemente de agendamento, sem a realização de qualquer tipo de monitoramento ou gravação por áudio e/ou vídeo. (...).""";;;;;;;caso
2026-03-10;portal;andamento;Inq 5026;7473347;Interposto agravo regimental — Juntada Petição: 27479/2026;;;;;;;caso
2026-03-10;portal;andamento;Inq 5026;7473347;Interposto agravo regimental — Juntada Petição: 27456/2026;;;;;;;caso
2026-03-10;portal;andamento;Pet 15645;7526458;Autuado;;;;;;;caso
2026-03-11;documento;assercao;Pet 15556;7514886;A Secretaria Judiciária intimou o Procurador-Geral da República do inteiro teor da decisão monocrática constante dos autos (peça ID: 9a66a0e7), publicada no DJe de 11/03/2026.;fato_processual;;;40;1;a Secretaria Judiciária do Supremo Tribunal Federal INTIMA a parte abaixo identificada, ou quem as suas vezes fizer, do inteiro teor do(a) despacho/decisão constante dos autos (ID da peça: 9a66a0e7), publicado no DJe de 11/03/2026;caso
2026-03-11;documento;assercao;Pet 15556;7514886;A Comissão Parlamentar de Inquérito do Crime Organizado informa que a convocação decorre da aprovação dos Requerimentos nº 231 e 238, ambos de 2026, deliberados em sessão do colegiado realizada em 11/03/2026.;alegacao_parte;Comissão Parlamentar de Inquérito do Crime Organizado;;42;2;No expediente, informa-se que a convocação decorre da aprovação dos Requerimentos nº 231 e 238, ambos de 2026, deliberados em sessão do colegiado realizada em 11/03/2026.;caso
2026-03-11;documento;assercao;Pet 15198;7473336;João Carlos Falbo Mansur apresenta, na Petição nº 24650/2026, novo pedido nos mesmos termos do primeiro requerimento, em relação à convocação recebida para comparecimento perante a Comissão Parlamentar Mista de Inquérito no dia 11/03/2026.;alegacao_parte;João Carlos Falbo Mansur;;166;4;João Carlos Falbo Mansur apresenta novo pedido, nos mesmos termos do primeiro requerimento, desta feita em relação à convocação recebida para comparecimento perante a mesma Comissão Parlamentar Mista de Inquérito no dia 11/03/2026.;caso
2026-03-11;portal;andamento;Pet 15556;7514886;Interposto agravo regimental — Juntada Petição: 27539/2026;;;;;;;caso
2026-03-11;portal;andamento;Pet 15645;7526458;Distribuído por prevenção — MIN. ANDRÉ MENDONÇA. Prevenção do Relator/Sucessor: MIN. ANDRÉ MENDONÇA. Justificativa legal: RISTF, art. 69, caput. Processo que justifica: Pet 15198;;;;;;;caso
2026-03-13;documento;assercao;Pet 15556;7514886;A decisão é datada de Brasília, 13 de março de 2026, e assinada pelo Ministro André Mendonça, Relator.;fato_processual;;;43;7;Brasília, 13 de março de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-03-13;documento;assercao;Inq 5026;7473347;A intimação foi recebida automaticamente pelo sistema em 13/03/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;88;1;"A intimação foi recebida automaticamente pelo
sistema, em 13/03/2026, nos termos do art. 5º, §3
da Lei 11.419/2006.";caso
2026-03-13;documento;assercao;Pet 15556;7514886;O Ministro Gilmar Mendes registra matéria veiculada em 13.3.2026 pelo jornal Estadão, poucas horas após o início da sessão de julgamento, sobre mensagens trocadas entre um dos acusados e seu advogado.;fundamento_decisorio;Ministro Gilmar Mendes;;226;7;recente matéria veiculada em 13.3.2026 pelo jornal Estadão, poucas horas após o início da presente sessão de julgamento, intitulada “Advogado disse a Vorcaro que estava ‘infernizando juiz’ horas antes de sua prisão e mostrou prints”;caso
2026-03-13;documento;assercao;Pet 15556;7514886;A sessão de julgamento do referendo teve início em 13.3.2026.;fato_processual;;;226;7;veiculada em 13.3.2026 pelo jornal Estadão, poucas horas após o início da presente sessão de julgamento;caso
2026-03-13;documento;decisao;Pet 15556;7514886;"concessão de salvo-conduto para afastar a obrigatoriedade de comparecimento de Ana Cláudia Queiroz de Paiva perante a CPMI do Crime Organizado, convertendo-o em ato facultativo (Petição nº 30123/2026) → deferiu o pleito para afastar a obrigatoriedade de comparecimento, transmudando-a em facultatividade, deixando a cargo da requerente a decisão de comparecer ou não; a decisão serve como salvo-conduto";;;deferido;43;5;;caso
2026-03-13;documento;decisao;Pet 15556;7514886;fixação das condições logísticas do transporte da requerente à sede do Senado Federal e do retorno ao local de custódia → determinou que a Polícia Federal fixe as condições logísticas do transporte e do retorno ao local de custódia, com escolta, devendo a investigada retornar imediatamente ao local de origem após o ato;;;determinado_de_oficio;43;6;;caso
2026-03-13;documento;decisao;Pet 15556;7514886;comunicação da decisão à Presidência da CPMI-CRIME, às defesas constituídas e à Polícia Federal → determinou a comunicação, com urgência e remessa de cópia integral da decisão, à Presidência da CPMI-CRIME, às defesas constituídas e à Polícia Federal;;;determinado_de_oficio;43;6;;caso
2026-03-13;documento;decisao;Pet 15556;7514886;ciência à Procuradoria-Geral da República após o cumprimento das determinações → determinou que se dê ciência à Procuradoria-Geral da República após cumpridas as determinações;;;determinado_de_oficio;43;6;;caso
2026-03-13;portal;andamento;Pet 15556;7514886;Iniciado Julgamento Virtual — Iniciado Julgamento Virtual em 13 de Março de 2026 (Sexta-feira), às 11:00, Pet 15556 Ref;;;;;;;caso
2026-03-16;documento;assercao;Pet 15556;7514886;"Consta o andamento ""Vista à PGR para fins de intimação"", registrado em 16/03/2026.";fato_processual;;;36;1;Vista à PGR para fins de intimação - 16/03/2026;caso
2026-03-16;documento;assercao;Pet 15556;7514886;A intimação foi recebida automaticamente pelo sistema, em 16/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;fato_processual;;;44;1;A intimação foi recebida automaticamente pelo sistema, em 16/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-03-16;documento;assercao;Inq 5026;7473347;A intimação foi recebida automaticamente pelo sistema em 16/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;fato_processual;;;86;1;A intimação foi recebida automaticamente pelo sistema, em 16/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-03-16;documento;assercao;Inq 5026;7473347;A intimação foi recebida automaticamente pelo sistema em 16/03/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;87;1;A intimação foi recebida automaticamente pelo sistema, em 16/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-03-16;documento;assercao;Pet 15612;7522443;A decisão foi proferida em 16 de março de 2026 pelo Ministro André Mendonça, relator.;fato_processual;;;214;1;Brasília, 16 de março de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-03-16;documento;decisao;Pet 15612;7522443;vedação de acesso ao material armazenado na Sala-cofre da CPMI-INSS referente aos equipamentos e documentos apreendidos do investigado DANIEL BUENO VORCARO → determinou, com efeitos imediatos, que ninguém tenha acesso ao material armazenado na Sala-cofre da CPMI-INSS referente aos equipamentos e documentos apreendidos do investigado DANIEL BUENO VORCARO;;;determinado_de_oficio;214;1;;caso
2026-03-16;documento;decisao;Pet 15612;7522443;retirada, pela Polícia Federal em colaboração com a Presidência da CPMI-INSS, dos equipamentos armazenados na Sala-cofre para nova separação dos dados → determinou que a Polícia Federal, em colaboração interinstitucional com a Presidência da CPMI-INSS, retire todos os equipamentos armazenados no local para realizar nova separação dos dados, de modo que conteúdo relativo exclusivamente à vida privada do investigado não seja compartilhado com a Comissão Parlamentar;;;determinado_de_oficio;214;1;;caso
2026-03-16;documento;decisao;Pet 15612;7522443;intimação, com urgência, da Polícia Federal, da Presidência da CPMI-INSS e da defesa do investigado DANIEL BUENO VORCARO → determinou a intimação, com extrema urgência, da Polícia Federal, da Presidência da CPMI-INSS e da defesa do investigado DANIEL BUENO VORCARO;;;determinado_de_oficio;214;1;;caso
2026-03-16;documento;decisao;Pet 15612;7522443;publicidade da decisão → determinou que se dê publicidade à decisão;;;determinado_de_oficio;214;1;;caso
2026-03-16;portal;andamento;Pet 15556;7514886;Decisão (sigiloso) — Em 13/03/2026;;;;;;;caso
2026-03-16;portal;andamento;Pet 15612;7522443;Deferido;;;;;;;caso
2026-03-17;documento;assercao;Pet 15556;7514886;A decisão foi proferida em Brasília, em 17 de março de 2026.;fato_processual;;;42;6;Brasília, 17 de março de 2026.;caso
2026-03-17;documento;decisao;Pet 15556;7514886;fixação, pela Polícia Federal, das condições logísticas do transporte do investigado à sede do Senado Federal e do retorno ao local de custódia → determinou que a Polícia Federal fixe as condições logísticas do transporte e do retorno ao local de custódia, com segurança e vigilância contínua policial por meio de escolta apropriada;;;determinado_de_oficio;42;6;;caso
2026-03-17;documento;decisao;Pet 15556;7514886;comunicação da decisão, com cópia integral, à Presidência da CPI-CRIME, às defesas constituídas e à Polícia Federal, e intimação → determinou a comunicação, com a máxima urgência e remessa de cópia integral da decisão, à Presidência da CPI-CRIME, às defesas constituídas e à Polícia Federal, e a intimação em regime de urgência;;;determinado_de_oficio;42;6;;caso
2026-03-18;documento;assercao;Pet 15556;7514886;"Consta o andamento ""Vista à PGR para fins de intimação"", registrado em 18/03/2026.";fato_processual;;;35;1;Vista à PGR para fins de intimação - 18/03/2026;caso
2026-03-18;documento;assercao;Pet 15556;7514886;A Comissão Parlamentar de Inquérito do Crime Organizado requer autorização para a apresentação do investigado PAULO SÉRGIO NEVES DE SOUZA, a fim de prestar depoimento perante a Comissão no dia 18 de março de 2026, conforme a pauta da CPI, ou em outra data a ser designada.;alegacao_parte;Comissão Parlamentar de Inquérito do Crime Organizado;;42;2;por meio da qual se requer autorização para a apresentação do investigado PAULO SÉRGIO NEVES DE SOUZA, a fim de prestar depoimento perante à Comissão no dia 18 de março de 2026, conforme previsto na pauta da CPI, ou, se houver necessidade, em outra data a ser ulteriormente designada.;caso
2026-03-18;documento;assercao;Inq 5026;7473347;Consta como andamento a vista à PGR para fins de intimação, em 18/03/2026.;fato_processual;;;80;1;- Vista à PGR para fins de intimação - 18/03/2026;caso
2026-03-18;documento;decisao;Inq 5026;7473347;nova prorrogação do prazo do inquérito para a realização de diligências → deferiu o pedido e prorrogou o inquérito por mais 60 (sessenta) dias;;;deferido;85;2;;caso
2026-03-18;documento;decisao;Inq 5026;7473347;intimação da Procuradoria-Geral da República → determinou a intimação da Procuradoria-Geral da República;;;determinado_de_oficio;85;2;;caso
2026-03-18;portal;andamento;Pet 15556;7514886;"Indeferido — ""(...) 11. Ante o exposto, já tendo sido manifestada a objeção da defesa de PAULO SÉRGIO NEVES DE SOUZA, através da Petição nº 33108/2026 (eDocs. 215), afasto a obrigatoriedade de comparecimento, transmudando a em facultatividade, deixando a cargo do peticionário a decisão de comparecer, ou não, à “CPI do Crime Organizado”.""";;;;;;;caso
2026-03-18;portal;andamento;Inq 5026;7473347;"Despacho — ""1. A Polícia Federal requer nova prorrogação de prazo para a realização de diligências reputadas imprescindíveis para o esclarecimento dos fatos. 2. Considerando-se as razões apresentadas pela autoridade de polícia judiciária federal no e-Doc. 524, defiro o pedido, prorrogando o inquérito por mais 60 (sessenta) dias. Intime-se a Procuradoria-Geral da República. Publique-se. Brasília, 18 de março de 2026.""";;;;;;;caso
2026-03-18;portal;andamento;Rcl 88121;7450195;Despacho;;;;;;;caso
2026-03-18;portal;andamento;Pet 15719;7536897;Distribuído por prevenção;;;;;;;caso
2026-03-18;portal;andamento;Pet 15719;7536897;Autuado;;;;;;;caso
2026-03-19;documento;assercao;Pet 15556;7514886;A Secretaria Judiciária do Supremo Tribunal Federal intima o Procurador-Geral da República do inteiro teor da decisão monocrática constante dos autos (ID da peça 58e7c550), publicada no DJe de 19/03/2026.;fato_processual;;;35;1;De ordem, a Secretaria Judiciária do Supremo Tribunal Federal INTIMA a parte abaixo identificada, ou quem as suas vezes fizer, do inteiro teor do(a) despacho/decisão constante dos autos (ID da peça: 58e7c550), publicado no DJe de 19/03/2026;caso
2026-03-19;documento;assercao;Pet 15556;7514886;A intimação foi recebida automaticamente pelo sistema, em 19/03/2026.;fato_processual;;;41;1;A intimação foi recebida automaticamente pelo sistema, em 19/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-03-19;documento;assercao;Inq 5026;7473347;A Secretaria Judiciária intimou o Procurador-Geral da República do inteiro teor do despacho constante dos autos (peça ID b96062b0), publicado no DJe de 19/03/2026, em 30 de março de 2026.;fato_processual;;;80;1;De ordem, a Secretaria Judiciária do Supremo Tribunal Federal INTIMA a parte abaixo identificada, ou quem as suas vezes fizer, do inteiro teor do(a) despacho/decisão constante dos autos (ID da peça: b96062b0), publicado no DJe de 19/03/2026;caso
2026-03-19;documento;assercao;Pet 15198;7473336;A intimação foi recebida automaticamente pelo sistema em 19/03/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;165;1;"A intimação foi recebida automaticamente pelo
sistema, em 19/03/2026, nos termos do art. 5º, §3
da Lei 11.419/2006.";caso
2026-03-19;documento;assercao;Pet 15556;7514886;O Ministro Gilmar Mendes registra que em 19.3.2026 a imprensa noticiou que o relator teria determinado a transferência de Daniel Bueno Vorcaro para outro estabelecimento carcerário.;fundamento_decisorio;Ministro Gilmar Mendes;;226;24;no dia 19.3.2026, a imprensa noticiou que o relator teria determinado a transferência de Daniel Bueno Vorcaro para outro estabelecimento carcerário.;caso
2026-03-19;portal;andamento;Pet 15556;7514886;Despacho — 18/3/2026.;;;;;;;caso
2026-03-20;documento;assercao;Pet 15556;7514886;Na Sessão Virtual de 13 a 20 de março de 2026, os Ministros da Segunda Turma do Supremo Tribunal Federal acordaram, por unanimidade, em referendar a liminar.;fato_processual;;;25;3;na Sessão Virtual de 13 a 20 de março de 2026, acordam os Ministros da Segunda Turma do Supremo Tribunal Federal, por unanimidade, em referendar a liminar;caso
2026-03-20;documento;assercao;Pet 15556;7514886;A intimação foi recebida automaticamente pelo sistema em 20/03/2026, nos termos do art. 5º, §3º da Lei 11.419/2006.;fato_processual;;;40;1;A intimação foi recebida automaticamente pelo sistema, em 20/03/2026, nos termos do art. 5º, §3 da Lei 11.419/2006.;caso
2026-03-20;documento;assercao;Inq 5026;7473347;Houve vista à PGR para fins de intimação em 20/03/2026.;fato_processual;;;79;1;Vista à PGR para fins de intimação - 20/03/2026;caso
2026-03-20;documento;assercao;Inq 5026;7473347;A Secretaria Judiciária informa que os autos foram disponibilizados à autoridade policial, em 20 de março de 2026.;fato_processual;;;82;1;A Secretaria Judiciária informa que, nesta data, os autos foram disponibilizados à autoridade policial. Brasília, 20 de março de 2026.;caso
2026-03-20;documento;assercao;Inq 5026;7473347;O despacho foi proferido em Brasília, em 20 de março de 2026, e assinado pelo Ministro André Mendonça, relator.;fato_processual;;;83;2;Brasília, 20 de março de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-03-20;documento;decisao;Pet 15556;7514886;referendo da liminar concedida pelo Relator → referendou a liminar concedida, por unanimidade, nos termos do voto do Relator, excetuado o comando destinado ao investigado Luiz Phillipi Machado de Moraes Mourão;;;referendado;39;1;;caso
2026-03-20;documento;decisao;Pet 15556;7514886;referendo da fração da liminar que recaía sobre o investigado Luiz Phillipi Machado de Moraes Mourão → não referendou a fração da liminar relativa ao investigado Luiz Phillipi Machado de Moraes Mourão, em razão da superveniente perda da eficácia da decisão pelo seu falecimento;;;prejudicado;39;1;;caso
2026-03-20;portal;andamento;Inq 5026;7473347;Despacho — 20/03/2026;;;;;;;caso
2026-03-21;portal;andamento;Pet 15556;7514886;Finalizado Julgamento Virtual — Finalizado Julgamento Virtual em 20 de Março de 2026 (Sexta-feira), às 23:59, Pet 15556 Ref;;;;;;;caso
2026-03-23;documento;assercao;Pet 15556;7514886;O Referendo na Petição 15.556, do Distrito Federal, foi julgado pela Segunda Turma em 23/03/2026, sob relatoria do Min. André Mendonça.;fato_processual;;;25;1;23/03/2026 SEGUNDA TURMA REFERENDO NA PETIÇÃO 15.556 DISTRITO FEDERAL RELATOR :MIN. ANDRÉ MENDONÇA;caso
2026-03-23;documento;assercao;Pet 15556;7514886;O acórdão é datado de Brasília, 23 de março de 2026, e subscrito pelo Ministro André Mendonça, Relator.;fato_processual;;;25;4;Brasília, 23 de março de 2026. Ministro ANDRÉ MENDONÇA Relator;caso
2026-03-23;documento;assercao;Pet 15556;7514886;A decisão foi proferida em Brasília, em 23 de março de 2026, pelo Ministro André Mendonça, relator.;fato_processual;;;37;6;Brasília, 23 de março de 2026. Ministro ANDRÉMENDONÇA Relator;caso
2026-03-23;documento;decisao;Pet 15556;7514886;referendo da decisão cautelar que decretou a prisão preventiva dos investigados Daniel Bueno Vorcaro, Fabiano Campos Zettel e Marilson Roseno da Silva → referendou, por unanimidade, a liminar concedida quanto à decretação das prisões preventivas, nos termos do voto do Relator;;;referendado;25;6;;caso
2026-03-23;documento;decisao;Pet 15556;7514886;referendo da decisão cautelar que impôs medidas cautelares diversas da prisão aos investigados Paulo Sérgio Neves de Souza, Belline Santana, Leonardo Augusto Furtado Palhares e Ana Claudia Queiroz de Paiva → referendou, por unanimidade, a liminar concedida quanto à aplicação das medidas cautelares diversas da prisão, nos termos do voto do Relator;;;referendado;25;6;;caso
2026-03-23;documento;decisao;Pet 15556;7514886;referendo da decisão cautelar quanto ao comando de prisão preventiva destinado ao investigado Luiz Phillipi Machado de Moraes Mourão → excetuou do referendo o comando destinado a Luiz Phillipi Machado de Moraes Mourão, porque veio a falecer, ocasionando a superveniente perda da eficácia da decisão em relação à fração que recaía sobre si;;;outro;25;6;;caso
2026-03-23;documento;decisao;Pet 15556;7514886;objeção à obrigatoriedade de comparecimento de BELLINE SANTANA para prestar depoimento perante a CPI do Crime Organizado em 24/03/2026 (Petição nº 35467/2026) → afastou a obrigatoriedade de comparecimento, transmudando-a em facultatividade, deixando a cargo do peticionário a decisão de comparecer, ou não, à CPI do Crime Organizado;;;outro;37;5;;caso
2026-03-23;documento;decisao;Pet 15556;7514886;autorização judicial para o comparecimento de BELLINE SANTANA para prestar depoimento perante a CPI em 24/03/2026, às 9h, em Brasília, ou em outra data a ser designada (Petição nº 35882/2026) → condicionou qualquer transferência do investigado ao Senado Federal à prévia manifestação expressa, formal e inequívoca quanto à sua opção positiva pelo comparecimento;;;outro;37;6;;caso
2026-03-23;documento;decisao;Pet 15556;7514886;fixação das condições logísticas do transporte do investigado à sede do Senado Federal e do retorno ao local de custódia → determinou que a Polícia Federal fixe as condições logísticas do transporte e do retorno ao local de custódia, com escolta, devendo o investigado retornar imediatamente ao local de origem após o ato;;;determinado_de_oficio;37;6;;caso
2026-03-23;documento;decisao;Pet 15556;7514886;comunicação da decisão à Presidência da CPI-CRIME, às defesas constituídas e à Polícia Federal → determinou a comunicação, com urgência e remessa de cópia integral da decisão, à Presidência da CPI-CRIME, às defesas constituídas e à Polícia Federal;;;determinado_de_oficio;37;6;;caso
2026-03-23;documento;decisao;Pet 15556;7514886;ciência à Procuradoria-Geral da República após o cumprimento das determinações → determinou que se dê ciência à Procuradoria-Geral da República após cumpridas as determinações;;;determinado_de_oficio;37;6;;caso
2026-03-23;portal;andamento;Pet 15556;7514886;Decisão publicada, DJE;;;;;;;caso
2026-03-23;portal;andamento;Pet 15556;7514886;Decisão (sigiloso);;;;;;;caso
2026-03-23;portal;andamento;Pet 15556;7514886;Liminar referendada — Decisão: A Turma, por unanimidade, referendou a liminar concedida, excetuado apenas o comando destinado ao investigado Luiz Phillipi Machado de Moraes Mourão, porque veio a falecer, ocasionando a superveniente perda da eficácia da decisão, especificamente em relação à fração que recaía sobre si, nos termos do voto do Relator, Ministro André Mendonça. O Ministro Gilmar Mendes acompanhou o Relator com ressalvas. Afirmou suspeição o Ministro Dias Toffoli. Segunda Turma, Sessão Virtual de 13.3.2026 a 20.3.2026.;;;;;;;caso
2026-03-24;documento;assercao;Pet 15556;7514886;"É registrado nos autos o andamento ""Vista à PGR para fins de intimação"", datado de 24/03/2026.";fato_processual;;;32;1;Vista à PGR para fins de intimação - 24/03/2026;caso
2026-03-24;documento;assercao;Pet 15556;7514886;Os requerimentos têm por objeto a convocação de Belline Santana para prestar depoimento em 24/03/2026 perante a Comissão Parlamentar de Inquérito.;fato_processual;;;37;2;Tais requerimentos têm por objeto a convocação do requerente para prestar depoimento, em 24/03/2026, perante a referida Comissão Parlamentar de Inquérito.;caso
